team_id,region,explorations
8,fly-level,17
8,firefly-level,140
801,Crossword,550
801,Trivia,423
801,Mystery,564
801,Aromatic Stock,389
801,The Tortured Programmers Department,234
801,Worthwhile Suit,236
801,ham-sandwich-level,70
801,takoyaki-level,117
801,slitherlink-level-8,60
801,slitherlink-level-1,113
801,slitherlink-level-9,6
801,slitherlink-level-10,118
801,slitherlink-level-3,22
801,slitherlink-level-4,22
801,slitherlink-level-5,30
801,choco-banana-level,35
801,slitherlink-level-6,75
801,slitherlink-level-2,78
801,norinori-level,83
801,coffee-milk-level,44
801,Doubles Games,358
801,milk-tea-level,35
801,slitherlink-level-11,7
801,slitherlink-level-12,56
801,slitherlink-level-7,78
801,lollipops-level,23
801,roma-level,41
801,hybrid-cryptic-level,69
801,devilry-cryptic-level,60
801,wordplay-cryptic-level,72
801,bumblebee-level-3,40
801,bumblebee-level-2,21
801,fly-level,14
801,fire-level,11
801,firefly-level,184
801,tomato-soup-level,7
801,bumblebee-level-0,16
801,bumblebee-level-5,20
801,bumblebee-level-1,12
801,bumblebee-level-6,7
801,bumblebee-level-9,15
801,bumblebee-level-4,22
801,bumblebee-level-8,28
801,bumblebee-level-7,46
807,Crossword,771
807,Aromatic Stock,707
807,Trivia,372
807,Mystery,574
807,Worthwhile Suit,475
807,slitherlink-level-5,27
807,slitherlink-level-1,86
807,slitherlink-level-9,6
807,slitherlink-level-4,18
807,slitherlink-level-7,79
807,slitherlink-level-3,8
807,slitherlink-level-2,43
807,slitherlink-level-6,71
807,slitherlink-level-8,46
807,choco-banana-level,36
807,norinori-level,29
807,lollipops-level,11
807,milk-tea-level,35
807,coffee-milk-level,39
807,ham-sandwich-level,63
807,Doubles Games,612
807,roma-level,43
807,The Tortured Programmers Department,410
807,takoyaki-level,59
807,slitherlink-level-10,84
807,devilry-cryptic-level,166
807,slitherlink-level-11,6
807,slitherlink-level-12,46
807,wordplay-cryptic-level,119
807,bumblebee-level-1,12
807,hybrid-cryptic-level,92
807,bumblebee-level-3,32
807,bumblebee-level-5,57
807,bumblebee-level-0,18
807,bumblebee-level-2,50
807,fire-level,9
807,fly-level,18
807,firefly-level,768
807,bumblebee-level-6,5
807,bumblebee-level-4,5
807,bumblebee-level-8,24
807,bumblebee-level-7,73
807,bumblebee-level-9,4
807,tomato-soup-level,11
811,Crossword,697
811,Mystery,571
811,Aromatic Stock,754
811,Trivia,486
811,slitherlink-level-1,125
811,Worthwhile Suit,499
811,slitherlink-level-5,64
811,slitherlink-level-7,93
811,slitherlink-level-6,153
811,slitherlink-level-9,6
811,slitherlink-level-3,8
811,slitherlink-level-4,16
811,slitherlink-level-8,46
811,choco-banana-level,36
811,norinori-level,28
811,slitherlink-level-10,84
811,slitherlink-level-11,6
811,ham-sandwich-level,68
811,slitherlink-level-12,47
811,The Tortured Programmers Department,260
811,hybrid-cryptic-level,75
811,lollipops-level,22
811,Doubles Games,1614
811,coffee-milk-level,46
811,slitherlink-level-2,43
811,wordplay-cryptic-level,84
811,bumblebee-level-3,21
811,milk-tea-level,45
811,bumblebee-level-1,25
811,roma-level,36
811,devilry-cryptic-level,107
811,takoyaki-level,118
811,bumblebee-level-0,51
811,bumblebee-level-2,75
811,fire-level,11
811,fly-level,15
811,firefly-level,171
811,bumblebee-level-5,24
811,bumblebee-level-4,121
811,bumblebee-level-6,14
811,tomato-soup-level,7
811,bumblebee-level-8,28
811,bumblebee-level-7,130
811,bumblebee-level-9,20
827,Crossword,254
9,Crossword,613
9,Mystery,568
9,Aromatic Stock,176
9,Trivia,361
9,Worthwhile Suit,444
9,The Tortured Programmers Department,75
9,Doubles Games,260
9,slitherlink-level-1,100
9,takoyaki-level,96
9,slitherlink-level-5,26
9,slitherlink-level-7,84
9,slitherlink-level-6,119
9,choco-banana-level,39
9,slitherlink-level-3,8
9,slitherlink-level-4,18
9,norinori-level,30
9,lollipops-level,10
9,slitherlink-level-9,6
9,roma-level,37
9,milk-tea-level,35
9,slitherlink-level-8,46
9,coffee-milk-level,39
9,ham-sandwich-level,127
9,slitherlink-level-10,88
9,slitherlink-level-11,6
9,hybrid-cryptic-level,100
9,slitherlink-level-12,46
9,slitherlink-level-2,43
9,devilry-cryptic-level,51
9,wordplay-cryptic-level,90
9,fire-level,17
9,fly-level,17
9,firefly-level,224
9,tomato-soup-level,7
9,bumblebee-level-1,25
9,bumblebee-level-2,13
9,bumblebee-level-0,14
9,bumblebee-level-3,13
9,bumblebee-level-5,11
9,bumblebee-level-6,10
9,bumblebee-level-8,22
9,bumblebee-level-7,1
925,Crossword,280
927,Crossword,749
927,Mystery,693
927,Aromatic Stock,313
927,Trivia,536
927,Worthwhile Suit,440
927,The Tortured Programmers Department,9
927,Doubles Games,33
927,slitherlink-level-1,98
927,slitherlink-level-5,26
927,slitherlink-level-7,91
927,slitherlink-level-6,72
927,slitherlink-level-9,7
927,bumblebee-level-0,1
927,slitherlink-level-10,92
927,slitherlink-level-3,10
927,slitherlink-level-4,17
927,takoyaki-level,3
927,slitherlink-level-11,6
927,slitherlink-level-8,54
927,slitherlink-level-12,49
927,slitherlink-level-2,45
927,choco-banana-level,160
927,ham-sandwich-level,73
927,coffee-milk-level,42
927,milk-tea-level,35
927,lollipops-level,44
927,norinori-level,244
929,Crossword,923
929,Trivia,422
929,Mystery,439
929,Aromatic Stock,568
929,Worthwhile Suit,397
929,slitherlink-level-1,111
929,slitherlink-level-5,57
929,The Tortured Programmers Department,50
929,Doubles Games,777
929,slitherlink-level-7,80
929,slitherlink-level-6,89
929,slitherlink-level-10,87
929,slitherlink-level-3,10
929,slitherlink-level-9,6
929,slitherlink-level-8,47
929,slitherlink-level-4,17
929,choco-banana-level,45
929,norinori-level,29
929,slitherlink-level-11,6
929,slitherlink-level-12,48
929,wordplay-cryptic-level,14
929,hybrid-cryptic-level,55
929,lollipops-level,79
929,ham-sandwich-level,148
929,devilry-cryptic-level,20
929,roma-level,46
929,milk-tea-level,36
929,coffee-milk-level,42
929,slitherlink-level-2,46
929,bumblebee-level-1,1
929,takoyaki-level,98
929,bumblebee-level-0,1
929,fire-level,21
929,fly-level,14
935,Crossword,766
935,Mystery,452
935,Trivia,490
935,Aromatic Stock,940
935,Worthwhile Suit,538
935,The Tortured Programmers Department,233
935,slitherlink-level-1,91
935,slitherlink-level-5,36
935,slitherlink-level-7,83
935,slitherlink-level-3,8
935,slitherlink-level-4,16
935,slitherlink-level-9,8
935,slitherlink-level-10,99
935,slitherlink-level-6,73
935,slitherlink-level-8,46
935,choco-banana-level,42
935,devilry-cryptic-level,90
935,slitherlink-level-11,6
935,hybrid-cryptic-level,69
935,slitherlink-level-12,46
935,slitherlink-level-2,48
935,takoyaki-level,172
935,bumblebee-level-3,11
935,norinori-level,29
935,lollipops-level,10
935,wordplay-cryptic-level,86
935,milk-tea-level,35
935,coffee-milk-level,41
935,ham-sandwich-level,111
935,roma-level,36
935,Doubles Games,580
935,bumblebee-level-1,16
935,bumblebee-level-0,22
935,bumblebee-level-6,5
935,bumblebee-level-2,27
935,bumblebee-level-5,19
935,bumblebee-level-4,39
935,bumblebee-level-9,17
935,bumblebee-level-8,18
935,fire-level,9
935,fly-level,16
935,firefly-level,176
935,tomato-soup-level,7
936,Crossword,878
936,Trivia,835
936,Mystery,831
936,Aromatic Stock,521
936,Worthwhile Suit,678
936,The Tortured Programmers Department,400
936,Doubles Games,9
937,Crossword,646
937,Trivia,470
937,Mystery,567
937,Aromatic Stock,353
937,The Tortured Programmers Department,152
937,slitherlink-level-1,92
937,slitherlink-level-5,27
937,Worthwhile Suit,11
937,slitherlink-level-7,83
937,slitherlink-level-3,8
937,slitherlink-level-4,18
937,slitherlink-level-9,6
937,slitherlink-level-6,90
937,slitherlink-level-8,47
937,choco-banana-level,176
937,slitherlink-level-10,106
937,slitherlink-level-11,6
937,devilry-cryptic-level,12
937,slitherlink-level-12,48
937,slitherlink-level-2,45
937,takoyaki-level,77
937,wordplay-cryptic-level,10
937,hybrid-cryptic-level,9
937,ham-sandwich-level,69
937,norinori-level,30
937,milk-tea-level,39
937,Doubles Games,463
937,roma-level,4
939,Crossword,931
939,Mystery,421
939,Aromatic Stock,424
939,Trivia,453
939,slitherlink-level-1,99
939,slitherlink-level-5,37
939,slitherlink-level-3,9
939,slitherlink-level-4,19
939,slitherlink-level-6,72
939,slitherlink-level-9,7
939,slitherlink-level-2,49
939,slitherlink-level-8,47
939,slitherlink-level-7,77
939,Worthwhile Suit,310
939,slitherlink-level-10,87
939,wordplay-cryptic-level,14
939,slitherlink-level-11,6
939,slitherlink-level-12,51
939,choco-banana-level,116
939,takoyaki-level,83
939,lollipops-level,71
939,ham-sandwich-level,65
939,norinori-level,162
939,The Tortured Programmers Department,1
939,coffee-milk-level,43
939,hybrid-cryptic-level,38
939,devilry-cryptic-level,9
939,milk-tea-level,35
939,roma-level,40
939,Doubles Games,247
939,bumblebee-level-3,16
939,bumblebee-level-1,22
939,bumblebee-level-2,11
939,bumblebee-level-0,84
939,bumblebee-level-6,103
939,bumblebee-level-4,15
939,bumblebee-level-5,20
939,bumblebee-level-8,18
939,bumblebee-level-9,4
939,bumblebee-level-7,66
942,Crossword,779
942,Mystery,552
942,Trivia,543
942,Aromatic Stock,519
942,Worthwhile Suit,474
942,The Tortured Programmers Department,185
942,Doubles Games,2338
942,slitherlink-level-1,136
942,slitherlink-level-4,88
942,slitherlink-level-6,130
942,slitherlink-level-10,84
942,slitherlink-level-3,25
942,slitherlink-level-9,9
942,slitherlink-level-2,299
942,slitherlink-level-5,25
942,slitherlink-level-8,55
942,slitherlink-level-7,105
942,fire-level,15
942,fly-level,19
942,choco-banana-level,255
942,firefly-level,501
942,slitherlink-level-11,6
942,bumblebee-level-0,21
942,slitherlink-level-12,48
942,devilry-cryptic-level,233
942,takoyaki-level,186
942,bumblebee-level-3,72
942,hybrid-cryptic-level,89
942,tomato-soup-level,8
942,norinori-level,63
942,coffee-milk-level,320
942,ham-sandwich-level,106
942,bumblebee-level-1,39
942,lollipops-level,27
942,milk-tea-level,44
942,roma-level,48
942,wordplay-cryptic-level,80
942,bumblebee-level-5,31
942,bumblebee-level-4,123
942,bumblebee-level-2,70
942,bumblebee-level-6,9
942,bumblebee-level-8,44
942,bumblebee-level-7,64
942,bumblebee-level-9,6
945,Crossword,539
945,Trivia,359
945,Mystery,382
945,Aromatic Stock,217
945,Worthwhile Suit,479
945,The Tortured Programmers Department,59
945,Doubles Games,262
945,fire-level,10
945,fly-level,14
945,slitherlink-level-1,98
945,slitherlink-level-5,26
945,slitherlink-level-7,85
945,slitherlink-level-6,72
945,slitherlink-level-3,9
945,slitherlink-level-4,35
945,slitherlink-level-9,8
945,slitherlink-level-8,57
945,slitherlink-level-2,43
945,takoyaki-level,92
945,choco-banana-level,34
945,lollipops-level,10
945,norinori-level,44
945,ham-sandwich-level,115
945,slitherlink-level-10,86
945,slitherlink-level-11,6
945,slitherlink-level-12,46
945,roma-level,40
945,coffee-milk-level,42
945,hybrid-cryptic-level,29
945,milk-tea-level,36
945,wordplay-cryptic-level,57
946,Crossword,705
946,Trivia,510
946,Aromatic Stock,383
946,Worthwhile Suit,239
946,The Tortured Programmers Department,1
946,Mystery,328
956,Crossword,683
956,Mystery,459
956,Aromatic Stock,226
956,Trivia,524
956,Worthwhile Suit,655
956,slitherlink-level-1,104
956,The Tortured Programmers Department,418
956,slitherlink-level-5,63
956,slitherlink-level-9,6
956,slitherlink-level-3,8
956,slitherlink-level-4,16
956,slitherlink-level-8,46
956,Doubles Games,1724
956,choco-banana-level,311
956,takoyaki-level,262
956,slitherlink-level-6,77
956,slitherlink-level-7,79
956,slitherlink-level-10,86
956,slitherlink-level-11,6
956,slitherlink-level-12,50
956,slitherlink-level-2,43
956,devilry-cryptic-level,98
956,hybrid-cryptic-level,82
956,norinori-level,30
956,ham-sandwich-level,81
956,lollipops-level,17
956,coffee-milk-level,176
956,roma-level,37
956,milk-tea-level,62
956,bumblebee-level-3,71
956,wordplay-cryptic-level,133
956,bumblebee-level-1,25
956,bumblebee-level-2,182
956,bumblebee-level-0,157
956,fire-level,9
956,fly-level,15
956,firefly-level,235
956,tomato-soup-level,8
956,bumblebee-level-5,11
956,bumblebee-level-4,2
